Date,Timestamp,Open,High,Low,Close,Volume
20230103,00:00:00,1826.837,1829.958,1825.967,1826.217,0.577399989575497
20230103,00:15:00,1826.197,1828.997,1823.287,1827.847,0.677939981032978
20230103,00:30:00,1827.807,1828.347,1826.965,1827.735,0.265139997311053
20230103,00:45:00,1827.715,1829.305,1827.618,1829.295,0.130079997368739
20230103,01:00:00,1829.285,1831.995,1828.705,1831.545,0.152669997143676
20230103,01:15:00,1831.545,1832.105,1830.145,1831.208,0.169409996378818
20230103,01:30:00,1831.218,1831.908,1831.108,1831.208,0.289120002198615
20230103,01:45:00,1831.175,1831.448,1830.085,1830.555,0.302910002050339
20230103,02:00:00,1830.565,1832.305,1827.437,1829.465,0.404119991129846
20230103,02:15:00,1829.485,1830.745,1826.685,1828.105,0.538159987321706
20230103,02:30:00,1828.115,1830.475,1826.815,1827.695,0.387119992359658
20230103,02:45:00,1827.705,1829.835,1826.945,1828.425,0.255719994485844
20230103,03:00:00,1828.445,1830.925,1828.365,1829.525,0.223409995000111
20230103,03:15:00,1829.498,1830.665,1828.215,1830.435,0.19667999628291
20230103,03:30:00,1830.435,1838.385,1830.395,1838.088,0.261519994193804
20230103,03:45:00,1838.095,1839.865,1837.117,1838.245,0.680979990123888
20230103,04:00:00,1838.225,1841.275,1838.225,1840.875,0.279849993763492
20230103,04:15:00,1840.895,1843.055,1839.838,1841.475,0.232299995506764
20230103,04:30:00,1841.475,1841.695,1840.385,1840.915,0.210449995181989
20230103,04:45:00,1840.935,1842.055,1840.375,1841.115,0.24893999491178
20230103,05:00:00,1841.135,1841.965,1840.735,1841.745,0.125309997863951
20230103,05:15:00,1841.758,1841.775,1840.377,1841.025,0.191239997308003
20230103,05:30:00,1841.015,1841.995,1840.885,1841.735,0.140639997262042
20230103,05:45:00,1841.745,1842.025,1840.127,1840.188,0.147409996789065
20230103,06:00:00,1840.268,1840.955,1839.768,1839.955,0.278389997649356
20230103,06:15:00,1839.965,1840.615,1837.808,1838.075,0.214749995808234
20230103,06:30:00,1838.115,1840.035,1838.045,1839.955,0.183539995618048
20230103,06:45:00,1839.975,1840.865,1839.595,1840.305,0.165449996027746
20230103,07:00:00,1840.295,1842.325,1840.285,1842.215,0.278729993660818
20230103,07:15:00,1842.245,1844.067,1841.655,1841.708,0.281449993577553
20230103,07:30:00,1841.708,1841.748,1839.905,1840.915,0.227139995928155
20230103,07:45:00,1840.885,1842.225,1840.245,1841.815,0.294209995685378
20230103,08:00:00,1841.808,1842.625,1840.965,1842.275,0.518639987320057
20230103,08:15:00,1842.295,1847.555,1842.285,1847.077,0.86748997826362
20230103,08:30:00,1847.087,1849.865,1846.857,1848.708,0.575129985852982
20230103,08:45:00,1848.708,1849.058,1844.605,1847.435,0.903729978075717
20230103,09:00:00,1847.445,1847.855,1842.218,1843.795,0.670589988279971
20230103,09:15:00,1843.815,1844.265,1838.715,1840.455,0.626199987687869
20230103,09:30:00,1840.475,1840.555,1836.345,1836.465,1.08104997263581
20230103,09:45:00,1836.445,1837.205,1834.435,1836.025,0.420089990177075
20230103,10:00:00,1836.035,1838.155,1834.725,1837.675,0.522249988629483
20230103,10:15:00,1837.695,1841.375,1837.555,1841.325,0.385859990652534
20230103,10:30:00,1841.325,1841.855,1837.458,1840.668,0.96577999703004
20230103,10:45:00,1840.678,1841.118,1838.005,1838.755,0.419769993925001
20230103,11:00:00,1838.705,1839.295,1838.008,1838.995,0.245449994501541
20230103,11:15:00,1838.985,1839.125,1837.425,1837.925,0.363509993432672
20230103,11:30:00,1837.895,1838.185,1834.375,1836.175,0.33674999276991
20230103,11:45:00,1836.195,1836.455,1833.608,1834.365,0.193099995638477
20230103,12:00:00,1834.375,1834.775,1832.495,1832.595,0.243649993979488
20230103,12:15:00,1832.615,1834.305,1831.545,1833.058,0.382199993589893
20230103,12:30:00,1833.048,1833.405,1830.755,1831.135,0.286299995830632
20230103,12:45:00,1831.145,1833.165,1830.825,1833.088,0.269479994094581
20230103,13:00:00,1833.088,1833.895,1831.678,1833.505,0.397599994044867
20230103,13:15:00,1833.495,1835.485,1833.195,1835.285,0.301329995912965
20230103,13:30:00,1835.305,1836.185,1833.778,1835.377,0.694659999237047
20230103,13:45:00,1835.448,1835.775,1833.598,1834.468,0.572469997976441
20230103,14:00:00,1834.668,1837.898,1834.018,1837.015,0.774439993459964
20230103,14:15:00,1837.028,1840.375,1836.878,1838.785,0.687699989619432
20230103,14:30:00,1838.838,1840.305,1836.898,1839.738,0.682699992321432
20230103,14:45:00,1839.755,1840.965,1838.385,1838.795,0.493499992662692
20230103,15:00:00,1838.825,1839.025,1836.615,1838.775,0.355139991559554
20230103,15:15:00,1838.755,1841.195,1838.695,1841.055,0.428659992787289
20230103,15:30:00,1841.058,1849.025,1839.375,1847.578,1.51317998050945
20230103,15:45:00,1847.538,1849.735,1844.707,1844.707,1.76781999984814
20230103,16:00:00,1844.728,1845.288,1837.735,1838.965,1.24823998723878
20230103,16:15:00,1838.935,1839.995,1832.448,1833.555,0.687499986146577
20230103,16:30:00,1833.545,1833.545,1827.525,1828.685,0.853189979636227
20230103,16:45:00,1828.725,1833.965,1828.135,1833.145,0.597299985296559
20230103,17:00:00,1833.135,1834.125,1828.745,1829.585,0.512939988242579
20230103,17:15:00,1829.565,1830.595,1828.155,1829.885,0.488219991602818
20230103,17:30:00,1829.905,1831.515,1828.625,1831.155,0.430899990329635
20230103,17:45:00,1831.125,1834.178,1828.445,1834.165,0.459289991966216
20230103,18:00:00,1834.155,1836.065,1833.898,1835.835,0.717539996883716
20230103,18:15:00,1835.827,1837.755,1835.215,1837.275,0.695289984738338
20230103,18:30:00,1837.245,1838.685,1836.715,1838.485,0.697009983108728
20230103,18:45:00,1838.505,1839.145,1836.657,1839.145,0.716109984467039
20230103,19:00:00,1839.135,1839.398,1837.267,1838.658,1.32407996896654
20230103,19:15:00,1838.658,1840.085,1837.257,1839.985,1.05565997787926
20230103,19:30:00,1839.985,1840.085,1837.915,1838.845,0.229749994527083
20230103,19:45:00,1838.875,1839.848,1838.395,1838.735,0.312679994822247
20230103,20:00:00,1838.745,1839.148,1837.825,1838.095,0.244209996628342
20230103,20:15:00,1838.075,1838.315,1836.445,1837.015,0.163069996531704
20230103,20:30:00,1837.025,1837.575,1836.485,1837.565,0.17607999574102
20230103,20:45:00,1837.585,1839.105,1837.135,1838.955,0.220169994950993
20230103,21:00:00,1838.945,1839.448,1838.048,1838.858,0.220439998462098
20230103,21:15:00,1838.888,1839.348,1837.348,1838.248,0.266489999397891
20230103,21:30:00,1838.248,1838.648,1836.568,1836.835,0.220429997440078
20230103,21:45:00,1836.855,1838.335,1836.595,1838.095,0.176099997115671
20230103,22:00:00,1837.915,1838.635,1837.725,1838.378,0.0920999996887986
20230103,22:15:00,1838.378,1839.248,1838.378,1839.248,0.148999999335501
20230103,22:30:00,1839.248,1839.478,1838.748,1839.458,0.171609997400083
20230103,22:45:00,1839.378,1839.658,1839.048,1839.048,0.213579997449415
20230104,00:00:00,1838.797,1838.997,1837.808,1838.408,0.170179999535321
20230104,00:15:00,1838.408,1839.008,1837.158,1837.935,0.32969999704801
20230104,00:30:00,1837.885,1837.945,1836.518,1836.608,0.150099998587393
20230104,00:45:00,1836.535,1837.048,1836.318,1836.348,0.0833499982400099
20230104,01:00:00,1836.348,1838.025,1836.048,1837.375,0.219039997420623
20230104,01:15:00,1837.368,1838.915,1837.368,1837.628,0.131369998591254
20230104,01:30:00,1837.638,1838.455,1837.445,1838.085,0.086339998350013
20230104,01:45:00,1838.075,1839.165,1837.875,1838.625,0.138549997762311
20230104,02:00:00,1838.625,1839.795,1838.155,1838.555,0.277489994550706
20230104,02:15:00,1838.565,1840.348,1838.565,1839.795,0.417919992702082
20230104,02:30:00,1839.787,1842.685,1839.155,1842.115,0.231559994397685
20230104,02:45:00,1842.095,1844.395,1841.175,1844.248,0.450899993928033
20230104,03:00:00,1844.248,1845.655,1843.918,1844.648,0.49601999524748
